question_id,family,domain,language,source_citation,source_snapshot_date,licence,question_text,option_0,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,gold_answer,language_variant_of,tool_required
A-KNOW-30-en,A,knowledge,en,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Explain what difficulties would arise if messenger RNA molecules were not destroyed after they had produced some polypeptide chains.,"mRNA molecules would integrate into the cell's DNA, altering the genome","mRNA molecules would deplete nucleotides in the cell, halting all RNA synthesis",mRNA molecules would compete with DNA for resources,"mRNA molecules would bind to other mRNA molecules, preventing translation","If an mRNA molecule were not destroyed, it would continue to synthesize its protein, leading to an excess of this protein in the cell, serious depletion of the energy store, and accumulation of unneeded proteins that may harm the cell or organism.",mRNA molecules would cause the ribosomes to malfunction and stop protein synthesis,mRNA molecules would leave the cell nucleus and be unable to return for further protein synthesis,mRNA molecules would inhibit the function of tRNA,mRNA molecules would prevent DNA replication during cell division,mRNA molecules would mutate and produce incorrect proteins,E,,no
A-KNOW-30-de,A,knowledge,de,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"Erklären Sie, welche Schwierigkeiten entstehen würden, wenn mRNA-Moleküle nach der Produktion einiger Polypeptidketten nicht zerstört würden.",mRNA-Moleküle würden sich in die DNA der Zelle integrieren und das Genom verändern,mRNA-Moleküle würden die Nukleotide in der Zelle erschöpfen und die gesamte RNA-Synthese stoppen,mRNA-Moleküle würden mit der DNA um Ressourcen konkurrieren,mRNA-Moleküle würden sich an andere mRNA-Moleküle binden und die Translation verhindern,"Wenn ein mRNA-Molekül nicht zerstört würde, würde es weiterhin sein Protein synthetisieren, was zu einem Überschuss dieses Proteins in der Zelle, einer erheblichen Erschöpfung des Energiespeichers und einer Ansammlung unnötiger Proteine führen würde, die der Zelle oder dem Organismus schaden könnten",mRNA-Moleküle würden die Ribosomen stören und die Proteinsynthese stoppen,mRNA-Moleküle würden den Zellkern verlassen und könnten für weitere Proteinsynthese nicht zurückkehren,mRNA-Moleküle würden die Funktion der tRNA hemmen,mRNA-Moleküle würden die DNA-Replikation während der Zellteilung verhindern,mRNA-Moleküle würden mutieren und falsche Proteine produzieren,E,A-KNOW-30-en,no
A-KNOW-30-sw,A,knowledge,sw,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Eleza ni matatizo gani yangetokea kama molekuli za RNA ya mjumbe hazingeharibiwa baada ya kuzalisha minyororo ya polipeptidi.,"Molekuli za mRNA zingeunganishwa na DNA ya seli, zikibadilisha jenomu.","Molekuli za mRNA zingepunguza nukleotidi kwenye seli, zikisimamisha usanisi wote wa RNA.",Molekuli za mRNA zingeshindana na DNA kwa rasilimali.,"Molekuli za mRNA zingejifunga na molekuli nyingine za mRNA, zikizuia tafsiri.","Kama molekuli ya mRNA isingeharibiwa, ingeendelea kusanisi protini yake, ikisababisha ziada ya protini hii kwenye seli, kupungua kwa nishati, na mkusanyiko wa protini zisizohitajika ambazo zinaathiri seli au kiumbe.","Molekuli za mRNA zingesababisha ribosomu kushindwa kufanya kazi, hivyo kusimamisha usanisi wa protini.",Molekuli za mRNA zingetoka kwenye kiini cha seli na kushindwa kurudi.,Molekuli za mRNA zingezuia kazi ya tRNA.,Molekuli za mRNA zingezuia urudufu wa DNA wakati wa mgawanyiko wa seli.,Molekuli za mRNA zingepata mabadiliko na kuzalisha protini zisizo sahihi.,E,A-KNOW-30-en,no
A-KNOW-30-bn,A,knowledge,bn,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,মেসেঞ্জার আরএনএ অণুগুলি কিছু পলিপেপটাইড শৃঙ্খল তৈরি করার পর ধ্বংস না হলে কী কী সমস্যা দেখা দিত তা ব্যাখ্যা করুন।,মেসেঞ্জার আরএনএ অণুগুলি কোষের ডিএনএর সাথে একীভূত হয়ে জিনোম পরিবর্তন করত,"মেসেঞ্জার আরএনএ অণুগুলি কোষের নিউক্লিওটাইড নিঃশেষ করে ফেলত, যা সমস্ত আরএনএ সংশ্লেষণ বন্ধ করে দিত",মেসেঞ্জার আরএনএ অণুগুলি ডিএনএর সাথে সম্পদের জন্য প্রতিযোগিতা করত,মেসেঞ্জার আরএনএ অণুগুলি অন্য মেসেঞ্জার আরএনএ অণুর সাথে বন্ধন করে অনুবাদ প্রক্রিয়া বাধাগ্রস্ত করত,"মেসেঞ্জার আরএনএ অণু ধ্বংস না হলে, এটি তার প্রোটিন সংশ্লেষণ চালিয়ে যেত, যার ফলে কোষে এই প্রোটিনের অতিরিক্ত উৎপাদন, শক্তি ভাণ্ডারের গুরুতর ক্ষয় এবং অপ্রয়োজনীয় প্রোটিনের সঞ্চয় হত যা কোষ বা জীবের ক্ষতি করতে পারে",মেসেঞ্জার আরএনএ অণুগুলি রাইবোজোমের কার্যক্ষমতা নষ্ট করে প্রোটিন সংশ্লেষণ বন্ধ করে দিত,মেসেঞ্জার আরএনএ অণুগুলি কোষ কেন্দ্র থেকে বের হয়ে আর পরবর্তী প্রোটিন সংশ্লেষণের জন্য ফিরে আসতে পারত না,মেসেঞ্জার আরএনএ অণুগুলি টিআরএনএর কার্যক্ষমতা বাধাগ্রস্ত করত,মেসেঞ্জার আরএনএ অণুগুলি কোষ বিভাজনের সময় ডিএনএ প্রতিলিপি তৈরি বাধাগ্রস্ত করত,মেসেঞ্জার আরএনএ অণুগুলি পরিবর্তিত হয়ে ভুল প্রোটিন উৎপাদন করত,E,A-KNOW-30-en,no
A-KNOW-31-en,A,knowledge,en,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"Red-green color blindness is caused by a recessive sex- linked gene. If a red-green color-blind man marries a woman with normal vision whose father was red-green color blind, what will be the expected phenotypic results in their children?","All children, normal vision","(3/4) female, normal vision; (1/4) female, color blind; (3/4) male, normal vision; (1/4) male, color blind","Half of the females, normal vision; half of the females, color blind; all males, normal vision","(1/4) female, normal vision; (1/4) male, normal vision; (1/4) female, color blind; (1/4) male, color blind","All females, carrier with normal vision; all males, color blind","All females, color blind; all males, normal vision","All females, normal vision; all males, color blind","(1/2) female, normal vision; (1/2) female, color blind; (1/2) male, normal vision; (1/2) male, color blind","All females, color blind; half of the males, color blind; half of the males, normal vision","All children, color blind",D,,no
A-KNOW-31-de,A,knowledge,de,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"Rot-Grün-Farbenblindheit wird durch ein rezessives geschlechtsgebundenes Gen verursacht. Wenn ein rot-grün-farbenblinder Mann eine Frau mit normaler Sehkraft heiratet, deren Vater rot-grün-farbenblind war, wie werden die erwarteten phänotypischen Ergebnisse bei ihren Kindern sein?","Alle Kinder, normale Sehkraft","(3/4) weiblich, normale Sehkraft; (1/4) weiblich, farbenblind; (3/4) männlich, normale Sehkraft; (1/4) männlich, farbenblind","Hälfte der weiblichen, normale Sehkraft; Hälfte der weiblichen, farbenblind; alle männlichen, normale Sehkraft","(1/4) weiblich, normale Sehkraft; (1/4) männlich, normale Sehkraft; (1/4) weiblich, farbenblind; (1/4) männlich, farbenblind","Alle weiblichen, Trägerin mit normaler Sehkraft; alle männlichen, farbenblind","Alle weiblichen, farbenblind; alle männlichen, normale Sehkraft","Alle weiblichen, normale Sehkraft; alle männlichen, farbenblind","(1/2) weiblich, normale Sehkraft; (1/2) weiblich, farbenblind; (1/2) männlich, normale Sehkraft; (1/2) männlich, farbenblind","Alle weiblichen, farbenblind; Hälfte der männlichen, farbenblind; Hälfte der männlichen, normale Sehkraft","Alle Kinder, farbenblind",D,A-KNOW-31-en,no
A-KNOW-31-sw,A,knowledge,sw,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"Upofu wa rangi nyekundu-kijani unasababishwa na jeni ya kurithi inayohusiana na kromosomu ya jinsia. Ikiwa mwanaume mwenye upofu wa rangi nyekundu-kijani atamuoa mwanamke mwenye uwezo wa kuona wa kawaida ambaye baba yake alikuwa na upofu wa rangi nyekundu-kijani, matokeo ya kimuonekano yanayotarajiwa kwa watoto wao yatakuwa yapi?","Watoto wote, uwezo wa kuona wa kawaida","(3/4) wasichana, uwezo wa kuona wa kawaida; (1/4) wasichana, upofu wa rangi; (3/4) wavulana, uwezo wa kuona wa kawaida; (1/4) wavulana, upofu wa rangi","Nusu ya wasichana, uwezo wa kuona wa kawaida; nusu ya wasichana, upofu wa rangi; wavulana wote, uwezo wa kuona wa kawaida","(1/4) wasichana, uwezo wa kuona wa kawaida; (1/4) wavulana, uwezo wa kuona wa kawaida; (1/4) wasichana, upofu wa rangi; (1/4) wavulana, upofu wa rangi","Wasichana wote, wabebaji wa jeni wenye uwezo wa kuona wa kawaida; wavulana wote, upofu wa rangi","Wasichana wote, upofu wa rangi; wavulana wote, uwezo wa kuona wa kawaida","Wasichana wote, uwezo wa kuona wa kawaida; wavulana wote, upofu wa rangi","(1/2) wasichana, uwezo wa kuona wa kawaida; (1/2) wasichana, upofu wa rangi; (1/2) wavulana, uwezo wa kuona wa kawaida; (1/2) wavulana, upofu wa rangi","Wasichana wote, upofu wa rangi; nusu ya wavulana, upofu wa rangi; nusu ya wavulana, uwezo wa kuona wa kawaida","Watoto wote, upofu wa rangi nyekundu-kijani",D,A-KNOW-31-en,no
A-KNOW-31-bn,A,knowledge,bn,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"লাল-সবুজ বর্ণান্ধতা একটি অপ্রকট লিঙ্গ-সংযুক্ত জিনের কারণে হয়। যদি একজন লাল-সবুজ বর্ণান্ধ পুরুষ এমন একজন স্বাভাবিক দৃষ্টিসম্পন্ন মহিলাকে বিয়ে করে যার বাবা লাল-সবুজ বর্ণান্ধ ছিলেন, তাহলে তাদের সন্তানদের প্রত্যাশিত ফেনোটাইপিক ফলাফল কী হবে?","সব সন্তান, স্বাভাবিক দৃষ্টি","(৩/৪) মেয়ে, স্বাভাবিক দৃষ্টি; (১/৪) মেয়ে, বর্ণান্ধ; (৩/৪) ছেলে, স্বাভাবিক দৃষ্টি; (১/৪) ছেলে, বর্ণান্ধ","অর্ধেক মেয়ে, স্বাভাবিক দৃষ্টি; অর্ধেক মেয়ে, বর্ণান্ধ; সব ছেলে, স্বাভাবিক দৃষ্টি","(১/৪) মেয়ে, স্বাভাবিক দৃষ্টি; (১/৪) ছেলে, স্বাভাবিক দৃষ্টি; (১/৪) মেয়ে, বর্ণান্ধ; (১/৪) ছেলে, বর্ণান্ধ","সব মেয়ে, স্বাভাবিক দৃষ্টিসহ বাহক; সব ছেলে, বর্ণান্ধ","সব মেয়ে, বর্ণান্ধ; সব ছেলে, স্বাভাবিক দৃষ্টি","সব মেয়ে, স্বাভাবিক দৃষ্টি; সব ছেলে, বর্ণান্ধ","(১/২) মেয়ে, স্বাভাবিক দৃষ্টি; (১/২) মেয়ে, বর্ণান্ধ; (১/২) ছেলে, স্বাভাবিক দৃষ্টি; (১/২) ছেলে, বর্ণান্ধ","সব মেয়ে, বর্ণান্ধ; অর্ধেক ছেলে, বর্ণান্ধ; অর্ধেক ছেলে, স্বাভাবিক দৃষ্টি","সব সন্তান, বর্ণান্ধ",D,A-KNOW-31-en,no
A-KNOW-32-en,A,knowledge,en,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,What is a cell?,A cell is a single-celled organism that can exist independently.,A cell is a complex network of fibers that support body structures.,A cell is the fundamental organizational unit of life.,A cell is a type of tissue.,A cell is a membrane-bound unit that produces energy for the body.,A cell is a type of molecule that stores genetic information.,A cell is a small organism.,A cell is a biological compartment that contains air or fluid.,A cell is a part of the human body.,A cell is a structure composed entirely of proteins.,C,,no
A-KNOW-32-de,A,knowledge,de,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Was ist eine Zelle?,"Eine Zelle ist ein einzelliger Organismus, der unabhängig existieren kann.","Eine Zelle ist ein komplexes Netzwerk von Fasern, das Körperstrukturen stützt.",Eine Zelle ist die grundlegende Organisationseinheit des Lebens.,Eine Zelle ist eine Art von Gewebe.,"Eine Zelle ist eine membrangebundene Einheit, die Energie für den Körper produziert.","Eine Zelle ist eine Art von Molekül, das genetische Information speichert.",Eine Zelle ist ein kleiner Organismus.,"Eine Zelle ist ein biologisches Kompartiment, das Luft oder Flüssigkeit enthält.",Eine Zelle ist ein Teil des menschlichen Körpers.,"Eine Zelle ist eine Struktur, die vollständig aus Proteinen besteht.",C,A-KNOW-32-en,no
A-KNOW-32-sw,A,knowledge,sw,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Ni nini seli?,Seli ni kiumbe chenye seli moja ambacho kinaweza kuishi kwa kujitegemea.,Seli ni mtandao tata wa nyuzi zinazosaidia miundo ya mwili.,Seli ni kitengo cha msingi cha maisha.,Seli ni aina ya tishu.,Seli ni kitengo kilicho na utando kinachozalisha nishati kwa mwili.,Seli ni aina ya molekuli inayohifadhi taarifa za kijenetiki.,Seli ni kiumbe hai mdogo.,Seli ni sehemu ya kibayolojia inayobeba hewa au majimaji.,Seli ni sehemu ya mwili wa binadamu.,Seli ni muundo uliotengenezwa kabisa kwa protini.,C,A-KNOW-32-en,no
A-KNOW-32-bn,A,knowledge,bn,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,কোষ কী?,কোষ হল একটি একক-কোষী জীব যা স্বাধীনভাবে বেঁচে থাকতে পারে।,কোষ হল তন্তুর একটি জটিল নেটওয়ার্ক যা দেহের কাঠামোকে সমর্থন করে।,কোষ হল জীবনের মৌলিক সাংগঠনিক একক।,কোষ হল একধরনের টিস্যু।,কোষ হল একটি ঝিল্লি-আবদ্ধ একক যা দেহের জন্য শক্তি উৎপাদন করে।,কোষ হল একধরনের অণু যা জেনেটিক তথ্য সংরক্ষণ করে।,কোষ হল একটি ক্ষুদ্র জীব।,কোষ হল একটি জৈবিক কক্ষ যা বাতাস বা তরল পদার্থ ধারণ করে।,কোষ হল মানব দেহের একটি অংশ।,কোষ হল সম্পূর্ণরূপে প্রোটিন দ্বারা গঠিত একটি কাঠামো।,C,A-KNOW-32-en,no
A-KNOW-33-en,A,knowledge,en,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,What is the difference between a kinesis and a taxis?,Kinesis and taxis are different types of animal migration.,"A kinesis is an undirected type of orientation, while a taxis is a directed type of orientation.","Kinesis is a social behavior among animals, whereas taxis is a solitary response to environmental cues.","Taxis involves a change in speed of movement in response to a stimulus, while kinesis involves a change in direction.","Taxis is a learned behavior, while kinesis is an innate behavior.","Kinesis is a type of behavior that changes with the intensity of a stimulus, whereas taxis does not vary with stimulus intensity.","A kinesis results in movement toward a stimulus, while a taxis results in movement away from a stimulus.","Both kinesis and taxis refer to the same behavioral response, with no distinguishable difference.",Both kinesis and taxis are forms of directed orientation.,"A kinesis is a directed type of orientation, while a taxis is an undirected type of orientation.",B,,no
A-KNOW-33-de,A,knowledge,de,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Was ist der Unterschied zwischen einer Kinese und einer Taxis?,Kinese und Taxis sind verschiedene Arten der Tierwanderung.,"Eine Kinese ist eine ungerichtete Art der Orientierung, während eine Taxis eine gerichtete Art der Orientierung ist.","Kinese ist ein soziales Verhalten unter Tieren, während Taxis eine einzelgängerische Reaktion auf Umweltreize ist.","Taxis beinhaltet eine Änderung der Bewegungsgeschwindigkeit als Reaktion auf einen Reiz, während Kinese eine Richtungsänderung beinhaltet.","Taxis ist ein erlerntes Verhalten, während Kinese ein angeborenes Verhalten ist.","Kinese ist eine Art von Verhalten, das sich mit der Intensität eines Reizes ändert, während Taxis nicht mit der Reizintensität variiert.","Eine Kinese führt zu einer Bewegung in Richtung eines Reizes, während eine Taxis zu einer Bewegung weg von einem Reiz führt.","Sowohl Kinese als auch Taxis beziehen sich auf dieselbe Verhaltensreaktion, ohne erkennbaren Unterschied.",Sowohl Kinese als auch Taxis sind Formen der gerichteten Orientierung.,"Eine Kinese ist eine gerichtete Art der Orientierung, während eine Taxis eine ungerichtete Art der Orientierung ist.",B,A-KNOW-33-en,no
A-KNOW-33-sw,A,knowledge,sw,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"Je, kuna tofauti gani kati ya kinesis na taxis?",Kinesis na taxis ni aina tofauti za uhamaji wa wanyama.,"Kinesis ni aina ya mwelekeo usioelekezwa, wakati taxis ni aina ya mwelekeo unaoelekezwa.","Kinesis ni tabia ya kijamii miongoni mwa wanyama, ilhali taxis ni mwitikio wa pekee kwa vihisishi vya mazingira.","Taxis inahusisha mabadiliko ya kasi ya mwendo kutokana na kichocheo, wakati kinesis inahusisha mabadiliko ya mwelekeo.","Taxis ni tabia inayojifunzwa, wakati kinesis ni tabia ya kuzaliwa nayo.","Kinesis ni aina ya tabia inayobadilika kutokana na nguvu ya kichocheo, ilhali taxis haibadiliki na nguvu ya kichocheo.","Kinesis husababisha mwendo kuelekea kichocheo, wakati taxis husababisha mwendo mbali na kichocheo.","Kinesis na taxis zote zinahusu mwitikio wa tabia, bila tofauti yoyote inayotambulika.","Taxis ni aina ya mwelekeo unaoelekezwa, wakati kinesis si mwelekeo unaoelekezwa.","Kinesis ni aina ya mwelekeo usioelekezwa, wakati taxis ni aina ya mwelekeo unaoelekezwa.",B,A-KNOW-33-en,no
A-KNOW-33-bn,A,knowledge,bn,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,কাইনেসিস এবং ট্যাক্সিসের মধ্যে পার্থক্য কী?,কাইনেসিস এবং ট্যাক্সিস প্রাণীদের বিভিন্ন ধরনের অভিপ্রয়াণ।,"কাইনেসিস হল একটি অনির্দেশিত ধরনের অভিমুখীকরণ, যেখানে ট্যাক্সিস হল একটি নির্দেশিত ধরনের অভিমুখীকরণ।","কাইনেসিস হল প্রাণীদের মধ্যে একটি সামাজিক আচরণ, যেখানে ট্যাক্সিস হল পরিবেশগত সংকেতের প্রতি একক প্রতিক্রিয়া।","ট্যাক্সিস উদ্দীপকের প্রতিক্রিয়ায় গতির পরিবর্তন জড়িত, যেখানে কাইনেসিস দিকের পরিবর্তন জড়িত।","ট্যাক্সিস একটি শেখা আচরণ, যেখানে কাইনেসিস একটি সহজাত আচরণ।","কাইনেসিস এমন একটি আচরণ যা উদ্দীপকের তীব্রতার সাথে পরিবর্তিত হয়, যেখানে ট্যাক্সিস উদ্দীপকের তীব্রতার সাথে পরিবর্তিত হয় না।","কাইনেসিস উদ্দীপকের দিকে গতি সৃষ্টি করে, যেখানে ট্যাক্সিস উদ্দীপক থেকে দূরে গতি সৃষ্টি করে।","কাইনেসিস এবং ট্যাক্সিস উভয়ই একই আচরণগত প্রতিক্রিয়া নির্দেশ করে, যার মধ্যে কোন পার্থক্য নেই।",কাইনেসিস এবং ট্যাক্সিস উভয়ই নির্দেশিত অভিমুখীকরণের রূপ।,"কাইনেসিস হল একটি নির্দেশিত ধরনের অভিমুখীকরণ, যেখানে ট্যাক্সিস হল একটি অনির্দেশিত ধরনের অভিমুখীকরণ।",B,A-KNOW-33-en,no
A-KNOW-34-en,A,knowledge,en,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,What prevents the stomach from being digested by its own secretions?,The stomach has a high permeability to hydrogen ions,The presence of beneficial bacteria that neutralize stomach acid,The stomach lining is replaced every month,The stomach lining secretes digestive enzymes only when food is present,The production of bile in the stomach neutralizes the digestive acids,A thick layer of muscle tissue that is resistant to digestive enzymes and acids,The stomach is protected by a layer of fat,"The mucus layer, the permeability of the membranes and the continual replacement of the cells comprising the lining all help protect the stomach from being digested by its own secretions.",The stomach secretes a special hormone that prevents digestion of its own tissues,The stomach contents are too acidic for the enzymes to function properly,H,,no
A-KNOW-34-de,A,knowledge,de,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"Was verhindert, dass der Magen von seinen eigenen Sekreten verdaut wird?",Der Magen hat eine hohe Durchlässigkeit für H+-Ionen,"Das Vorhandensein nützlicher Bakterien, die Magensäure neutralisieren",Die Magenschleimhaut wird jeden Monat erneuert,Die Magenschleimhaut sondert Verdauungsfermente nur bei Anwesenheit von Nahrung ab,Die Produktion von Galle im Magen neutralisiert die Verdauungssäuren,"Eine dicke Muskelgewebeschicht, die gegen Verdauungsfermente und Säuren resistent ist",Der Magen wird durch eine Fettschicht geschützt,"Die Schleimschicht, die Durchlässigkeit der Membranen und der kontinuierliche Ersatz der Zellen der Schleimhaut schützen den Magen vor der Verdauung durch seine eigenen Sekrete","Der Magen sondert ein spezielles Hormon ab, das die Verdauung des eigenen Gewebes verhindert","Der Mageninhalt ist zu sauer, als dass die Enzyme richtig funktionieren können",H,A-KNOW-34-en,no
A-KNOW-34-sw,A,knowledge,sw,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Ni nini kinachozuia tumbo lisijiliwe na usiri wake wenyewe?,Tumbo lina upenyezaji wa juu kwa ioni za hidrojeni,Uwepo wa bakteria wenye manufaa wanaofanya asidi kuwa isiyo na nguvu,Ukuta wa ndani wa tumbo hubadilishwa kila mwezi,Ukuta wa ndani wa tumbo hutoa vimeng'enya vya mmeng'enyo tu wakati chakula kipo,Uzalishaji wa nyongo tumboni hupunguza nguvu ya asidi za mmeng'enyo,Tabaka nene la tishu za misuli linalozuia vimeng'enya vya mmeng'enyo na asidi,Tumbo hulindwa na tabaka la mafuta,"Tabaka la kamasi, upenyezaji wa utando wa seli, na ubadilishaji wa mara kwa mara wa seli zinazounda ukuta wa ndani wa tumbo husaidia kulinda tumbo lisijiliwe na usiri wake wenyewe.",Tumbo hutoa homoni maalum kabisa inayozuia mmeng'enyo wa tishu zake lenyewe,Yaliyomo tumboni yana asidi nyingi kupita kiasi kiasi kwamba vimeng'enya haviwezi kufanya kazi ipasavyo,H,A-KNOW-34-en,no
A-KNOW-34-bn,A,knowledge,bn,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,পাকস্থলী কিভাবে নিজের স্রাব দ্বারা হজম হওয়া থেকে নিজেকে রক্ষা করে?,পাকস্থলীর হাইড্রোজেন আয়নের প্রতি উচ্চ প্রবেশ্যতা রয়েছে,উপকারী ব্যাকটেরিয়ার উপস্থিতি যা পাকস্থলীর অম্ল নিরপেক্ষ করে,পাকস্থলীর আস্তরণ প্রতি মাসে পরিবর্তিত হয়,পাকস্থলীর আস্তরণ শুধুমাত্র খাবার উপস্থিত থাকলেই এনজাইম নিঃসরণ করে,পাকস্থলীতে পিত্তরসের উৎপাদন পাচক অম্ল নিরপেক্ষ করে,পেশী কলার একটি পুরু স্তর যা এনজাইম এবং অম্ল প্রতিরোধী,পাকস্থলী চর্বি স্তর দ্বারা সুরক্ষিত,"শ্লেষ্মা স্তর, ঝিল্লির প্রবেশ্যতা এবং আস্তরণ গঠনকারী কোষগুলির ক্রমাগত প্রতিস্থাপন সবই পাকস্থলীকে নিজের স্রাব দ্বারা হজম হওয়া থেকে রক্ষা করতে সাহায্য করে",পাকস্থলী একটি বিশেষ হরমোন নিঃসরণ করে যা নিজের কলা হজম হওয়া প্রতিরোধ করে,পাকস্থলীর বিষয়বস্তু এনজাইমগুলির কার্যকারিতার জন্য অতিরিক্ত অম্লীয়,H,A-KNOW-34-en,no
A-KNOW-35-en,A,knowledge,en,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"Using conditioning, how can one determine the sensitivity of a dog's hearing to sounds of different frequencies?",By checking the dog's ear structure,By observing the dog's natural behavior,By using operant conditioning and observing the dog's response to different sound frequencies,By training the dog to bark at certain frequencies,By analyzing the dog's brain waves while exposed to different frequencies,By using a series of whistles with varying frequencies and observing the point of inaudibility,By measuring the dog's heart rate response to different sound frequencies,By using classical conditioning and pairing sounds with a visual stimulus,By using a hearing test device,,C,,no
A-KNOW-35-de,A,knowledge,de,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Wie kann man mithilfe der Verhaltenskonditionierung die Hörempfindlichkeit eines Hundes für Töne verschiedener Frequenzen bestimmen?,Durch Überprüfung der Ohrstruktur des Hundes,Durch Beobachtung des natürlichen Verhaltens des Hundes,Durch operante Konditionierung und Beobachtung der Reaktion des Hundes auf verschiedene Tonfrequenzen,"Durch Training des Hundes, bei bestimmten Frequenzen zu bellen",Durch Analyse der Gehirnwellen des Hundes bei Exposition gegenüber verschiedener Frequenzen,Durch Verwendung einer Reihe von Pfeifen mit unterschiedlichen Frequenzen und Beobachtung der Hörschwelle,Durch Messung der Herzfrequenzreaktion des Hundes auf verschiedene Tonfrequenzen,Durch klassische Konditionierung und Kopplung von Tönen mit einem visuellen Reiz,Durch Verwendung eines Audiometers,,C,A-KNOW-35-en,no
A-KNOW-35-sw,A,knowledge,sw,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"Kwa kutumia ufundishaji wa kisaikolojia, mtu anawezaje kubaini unyeti wa kusikia wa mbwa kwa sauti za masafa tofauti?",Kwa kuchunguza muundo wa sikio la mbwa,Kwa kuangalia tabia ya asili ya mbwa,Kwa kutumia ufundishaji wa operanti na kuangalia mwitikio wa mbwa kwa masafa tofauti ya sauti,Kwa kumfundisha mbwa kubweka kwa masafa fulani,Kwa kuchambua mawimbi ya ubongo wa mbwa wakati unakabiliwa na masafa tofauti,Kwa kutumia mfululizo wa filimbi zenye masafa tofauti na kuangalia kiwango cha kutosikika,Kwa kupima mwitikio wa kiwango cha mapigo ya moyo wa mbwa kwa masafa tofauti ya sauti,Kwa kutumia ufundishaji wa kisaikolojia wa kimsingi na kuoanisha sauti na kichocheo cha kuona,Kwa kutumia kifaa cha kupima usikivu,,C,A-KNOW-35-en,no
A-KNOW-35-bn,A,knowledge,bn,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,অনুশীলনের মাধ্যমে কীভাবে বিভিন্ন কম্পাঙ্কের শব্দের প্রতি কুকুরের শ্রবণ সংবেদনশীলতা নির্ধারণ করা যায়?,কুকুরের কানের গঠন পরীক্ষা করে,কুকুরের স্বাভাবিক আচরণ পর্যবেক্ষণ করে,ক্রিয়াসূত্র অনুবর্তন ব্যবহার করে এবং বিভিন্ন শব্দ কম্পাঙ্কে কুকুরের প্রতিক্রিয়া পর্যবেক্ষণ করে,নির্দিষ্ট কম্পাঙ্কে ঘেউ ঘেউ করার জন্য কুকুরকে প্রশিক্ষণ দিয়ে,বিভিন্ন কম্পাঙ্কের সংস্পর্শে এসে কুকুরের মস্তিষ্কের তরঙ্গ বিশ্লেষণ করে,বিভিন্ন কম্পাঙ্কের শিস ব্যবহার করে এবং অশ্রুতির বিন্দু পর্যবেক্ষণ করে,বিভিন্ন শব্দ কম্পাঙ্কে কুকুরের হৃদস্পন্দনের প্রতিক্রিয়া পরিমাপ করে,প্রাচীন অনুবর্তন ব্যবহার করে এবং শব্দকে দৃশ্যমান উদ্দীপকের সাথে যুক্ত করে,শ্রবণ পরীক্ষার যন্ত্র ব্যবহার করে,,C,A-KNOW-35-en,no
A-KNOW-36-en,A,knowledge,en,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,How are whales adapted for their life in cold waters?,They produce heat through rapid movement and have a layer of reflective scales,They utilize a bio-antifreeze in their blood to prevent ice crystal formation,They have fins for swimming and excrete a special anti-freezing substance,They have gills and a streamlined body,They have a temperature regulating system and a tremendous amount of subcutaneous fat serving an insulating function.,They have specialized lungs that warm incoming cold water,They migrate to warmer waters during colder seasons to maintain body temperature,They have fur and hibernate in winter,,,E,,no
