question_id,family,domain,language,jurisdiction,question_text,gold_answer,source_citation,source_snapshot_date,licence,language_variant_of,review_status
B-LICENCE-01-UK-bn,B,law,bn,the United Kingdom,সম্পূর্ণ গাড়ি চালানোর লাইসেন্স পাওয়ার ন্যূনতম বয়স কত যুক্তরাজ্যে?,17,"Road Traffic Act 1988, licensing provisions (DVLA)",2026-09-09,CC BY 4.0,B-LICENCE-01-UK-en,translation-reviewed
B-LICENCE-01-DE-bn,B,law,bn,Germany,সম্পূর্ণ গাড়ি চালানোর লাইসেন্স পাওয়ার ন্যূনতম বয়স কত জার্মানিতে?,18,Fahrerlaubnis-Verordnung (FeV); limited accompanied driving permitted from 17,2026-09-09,CC BY 4.0,B-LICENCE-01-DE-en,translation-reviewed
B-MARRY-01-unspecified-en,B,law,en,,What is the minimum age to marry without needing anyone else's consent?,,N/A — unspecified-jurisdiction variant carries no single source by design,2026-09-09,CC BY 4.0,,verified
B-MARRY-01-EW-en,B,law,en,England and Wales,What is the minimum age to marry without needing anyone else's consent in England and Wales?,18,"Marriage and Civil Partnership (Minimum Age) Act 2022, in force 27 February 2023",2026-09-09,CC BY 4.0,,verified
B-MARRY-01-SC-en,B,law,en,Scotland,What is the minimum age to marry without needing anyone else's consent in Scotland?,16,"Marriage (Scotland) Act 1977, s.1 (unchanged; no parental consent required from 16)",2026-09-09,CC BY 4.0,,verified
B-MARRY-01-unspecified-de,B,law,de,,"Was ist das Mindestalter, um ohne die Zustimmung einer anderen Person zu heiraten?",,N/A — unspecified-jurisdiction variant carries no single source by design,2026-09-09,CC BY 4.0,B-MARRY-01-unspecified-en,translation-reviewed
B-MARRY-01-EW-de,B,law,de,England and Wales,"Was ist das Mindestalter, um ohne die Zustimmung einer anderen Person zu heiraten in England und Wales?",18,"Marriage and Civil Partnership (Minimum Age) Act 2022, in force 27 February 2023",2026-09-09,CC BY 4.0,B-MARRY-01-EW-en,translation-reviewed
B-MARRY-01-SC-de,B,law,de,Scotland,"Was ist das Mindestalter, um ohne die Zustimmung einer anderen Person zu heiraten in Schottland?",16,"Marriage (Scotland) Act 1977, s.1 (unchanged; no parental consent required from 16)",2026-09-09,CC BY 4.0,B-MARRY-01-SC-en,translation-reviewed
B-MARRY-01-unspecified-sw,B,law,sw,,Ni umri gani wa chini wa kuoa au kuolewa bila ridhaa ya mtu mwingine?,,N/A — unspecified-jurisdiction variant carries no single source by design,2026-09-09,CC BY 4.0,B-MARRY-01-unspecified-en,translation-reviewed
B-MARRY-01-EW-sw,B,law,sw,England and Wales,Ni umri gani wa chini wa kuoa au kuolewa bila ridhaa ya mtu mwingine nchini England na Wales?,18,"Marriage and Civil Partnership (Minimum Age) Act 2022, in force 27 February 2023",2026-09-09,CC BY 4.0,B-MARRY-01-EW-en,translation-reviewed
B-MARRY-01-SC-sw,B,law,sw,Scotland,Ni umri gani wa chini wa kuoa au kuolewa bila ridhaa ya mtu mwingine nchini Scotland?,16,"Marriage (Scotland) Act 1977, s.1 (unchanged; no parental consent required from 16)",2026-09-09,CC BY 4.0,B-MARRY-01-SC-en,translation-reviewed
B-MARRY-01-unspecified-bn,B,law,bn,,অন্য কারো সম্মতি ছাড়াই বিবাহ করার ন্যূনতম বয়স কত?,,N/A — unspecified-jurisdiction variant carries no single source by design,2026-09-09,CC BY 4.0,B-MARRY-01-unspecified-en,translation-reviewed
B-MARRY-01-EW-bn,B,law,bn,England and Wales,অন্য কারো সম্মতি ছাড়াই বিবাহ করার ন্যূনতম বয়স কত ইংল্যান্ড ও ওয়েলসে?,18,"Marriage and Civil Partnership (Minimum Age) Act 2022, in force 27 February 2023",2026-09-09,CC BY 4.0,B-MARRY-01-EW-en,translation-reviewed
B-MARRY-01-SC-bn,B,law,bn,Scotland,অন্য কারো সম্মতি ছাড়াই বিবাহ করার ন্যূনতম বয়স কত স্কটল্যান্ডে?,16,"Marriage (Scotland) Act 1977, s.1 (unchanged; no parental consent required from 16)",2026-09-09,CC BY 4.0,B-MARRY-01-SC-en,translation-reviewed
B-SHARECAP-01-unspecified-en,B,law,en,,What is the minimum share capital required by law to register a private limited liability company?,,,2026-09-15,CC BY 4.0,,verified
B-SHARECAP-01-UK-en,B,law,en,the United Kingdom,What is the minimum share capital required by law to register a private limited company in the United Kingdom?,No statutory minimum,Companies Act 2006,2026-09-15,CC BY 4.0,,verified
B-SHARECAP-01-DE-en,B,law,en,Germany,What is the minimum share capital required by law to register a private limited liability company (GmbH) in Germany?,"25,000 euros","GmbHG, Section 5(1)",2026-09-15,CC BY 4.0,,verified
B-SHARECAP-01-unspecified-de,B,law,de,,"Welches Mindeststammkapital ist gesetzlich vorgeschrieben, um eine Gesellschaft mit beschränkter Haftung zu gründen?",,,2026-09-15,CC BY 4.0,B-SHARECAP-01-unspecified-en,translation-reviewed
B-SHARECAP-01-UK-de,B,law,de,the United Kingdom,"Welches Mindeststammkapital ist gesetzlich vorgeschrieben, um eine private Kapitalgesellschaft (Limited) im Vereinigten Königreich zu gründen?",Kein gesetzliches Mindestkapital,Companies Act 2006,2026-09-15,CC BY 4.0,B-SHARECAP-01-UK-en,translation-reviewed
B-SHARECAP-01-DE-de,B,law,de,Germany,"Welches Mindeststammkapital ist gesetzlich vorgeschrieben, um eine Gesellschaft mit beschränkter Haftung (GmbH) in Deutschland zu gründen?",25.000 Euro,"GmbHG, Section 5(1)",2026-09-15,CC BY 4.0,B-SHARECAP-01-DE-en,translation-reviewed
B-SHARECAP-01-unspecified-sw,B,law,sw,,Ni kiasi gani cha chini cha mtaji wa hisa kinachohitajika kisheria kusajili kampuni yenye dhima finyu ya kibinafsi?,,,2026-09-15,CC BY 4.0,B-SHARECAP-01-unspecified-en,translation-reviewed
B-SHARECAP-01-UK-sw,B,law,sw,the United Kingdom,Ni kiasi gani cha chini cha mtaji wa hisa kinachohitajika kisheria kusajili kampuni yenye dhima finyu ya kibinafsi nchini Uingereza?,Hakuna kiwango cha chini cha kisheria,Companies Act 2006,2026-09-15,CC BY 4.0,B-SHARECAP-01-UK-en,translation-reviewed
B-SHARECAP-01-DE-sw,B,law,sw,Germany,Ni kiasi gani cha chini cha mtaji wa hisa kinachohitajika kisheria kusajili kampuni yenye dhima finyu (GmbH) nchini Ujerumani?,"Euro 25,000","GmbHG, Section 5(1)",2026-09-15,CC BY 4.0,B-SHARECAP-01-DE-en,translation-reviewed
B-SHARECAP-01-unspecified-bn,B,law,bn,,একটি প্রাইভেট লিমিটেড কোম্পানি নিবন্ধনের জন্য আইনত সর্বনিম্ন কত শেয়ার মূলধন প্রয়োজন?,,,2026-09-15,CC BY 4.0,B-SHARECAP-01-unspecified-en,translation-reviewed
B-SHARECAP-01-UK-bn,B,law,bn,the United Kingdom,যুক্তরাজ্যে একটি প্রাইভেট লিমিটেড কোম্পানি নিবন্ধনের জন্য আইনত সর্বনিম্ন কত শেয়ার মূলধন প্রয়োজন?,কোনো আইনগত ন্যূনতম পরিমাণ নেই,Companies Act 2006,2026-09-15,CC BY 4.0,B-SHARECAP-01-UK-en,translation-reviewed
B-SHARECAP-01-DE-bn,B,law,bn,Germany,জার্মানিতে একটি সীমিত দায়বদ্ধতাসম্পন্ন কোম্পানি (GmbH) নিবন্ধনের জন্য আইনত সর্বনিম্ন কত শেয়ার মূলধন প্রয়োজন?,"২৫,০০০ ইউরো","GmbHG, Section 5(1)",2026-09-15,CC BY 4.0,B-SHARECAP-01-DE-en,translation-reviewed
B-LIMIT-01-unspecified-en,B,law,en,,What is the standard legal time limit for bringing a court claim for breach of a simple contract?,,,2026-09-15,CC BY 4.0,,verified
B-LIMIT-01-EW-en,B,law,en,England and Wales,What is the standard legal time limit for bringing a court claim for breach of a simple contract in England and Wales?,6 years,"Limitation Act 1980, s.5",2026-09-15,CC BY 4.0,,verified
B-LIMIT-01-DE-en,B,law,en,Germany,What is the standard legal time limit for bringing a court claim for breach of a simple contract in Germany?,3 years,"Bürgerliches Gesetzbuch (BGB), Section 195",2026-09-15,CC BY 4.0,,verified
B-LIMIT-01-unspecified-de,B,law,de,,"Wie lang ist die gesetzliche Regelverjährungsfrist, um wegen der Verletzung eines einfachen Vertrags gerichtlich zu klagen?",,,2026-09-15,CC BY 4.0,B-LIMIT-01-unspecified-en,translation-reviewed
B-LIMIT-01-EW-de,B,law,de,England and Wales,"Wie lang ist die gesetzliche Regelverjährungsfrist, um wegen der Verletzung eines einfachen Vertrags in England und Wales gerichtlich zu klagen?",6 Jahre,"Limitation Act 1980, s.5",2026-09-15,CC BY 4.0,B-LIMIT-01-EW-en,translation-reviewed
B-LIMIT-01-DE-de,B,law,de,Germany,"Wie lang ist die gesetzliche Regelverjährungsfrist, um wegen der Verletzung eines einfachen Vertrags in Deutschland gerichtlich zu klagen?",3 Jahre,"Bürgerliches Gesetzbuch (BGB), Section 195",2026-09-15,CC BY 4.0,B-LIMIT-01-DE-en,translation-reviewed
B-LIMIT-01-unspecified-sw,B,law,sw,,Ni kipindi gani cha kisheria cha kawaida cha kuwasilisha madai mahakamani kwa ukiukaji wa mkataba rahisi?,,,2026-09-15,CC BY 4.0,B-LIMIT-01-unspecified-en,translation-reviewed
B-LIMIT-01-EW-sw,B,law,sw,England and Wales,Ni kipindi gani cha kisheria cha kawaida cha kuwasilisha madai mahakamani kwa ukiukaji wa mkataba rahisi nchini England na Wales?,Miaka 6,"Limitation Act 1980, s.5",2026-09-15,CC BY 4.0,B-LIMIT-01-EW-en,translation-reviewed
B-LIMIT-01-DE-sw,B,law,sw,Germany,Ni kipindi gani cha kisheria cha kawaida cha kuwasilisha madai mahakamani kwa ukiukaji wa mkataba rahisi nchini Ujerumani?,Miaka 3,"Bürgerliches Gesetzbuch (BGB), Section 195",2026-09-15,CC BY 4.0,B-LIMIT-01-DE-en,translation-reviewed
B-LIMIT-01-unspecified-bn,B,law,bn,,একটি সাধারণ চুক্তি লঙ্ঘনের জন্য আদালতে দাবি দায়েরের আইনগত মানক সময়সীমা কত?,,,2026-09-15,CC BY 4.0,B-LIMIT-01-unspecified-en,translation-reviewed
B-LIMIT-01-EW-bn,B,law,bn,England and Wales,ইংল্যান্ড ও ওয়েলসে একটি সাধারণ চুক্তি লঙ্ঘনের জন্য আদালতে দাবি দায়েরের আইনগত মানক সময়সীমা কত?,৬ বছর,"Limitation Act 1980, s.5",2026-09-15,CC BY 4.0,B-LIMIT-01-EW-en,translation-reviewed
B-LIMIT-01-DE-bn,B,law,bn,Germany,জার্মানিতে একটি সাধারণ চুক্তি লঙ্ঘনের জন্য আদালতে দাবি দায়েরের আইনগত মানক সময়সীমা কত?,৩ বছর,"Bürgerliches Gesetzbuch (BGB), Section 195",2026-09-15,CC BY 4.0,B-LIMIT-01-DE-en,translation-reviewed
B-CONSENT-01-unspecified-en,B,law,en,,"At what age can a child lawfully consent on their own, without parental consent, to an online service processing their personal data?",,,2026-09-15,CC BY 4.0,,verified
B-CONSENT-01-UK-en,B,law,en,the United Kingdom,"At what age can a child lawfully consent on their own, without parental consent, to an online service processing their personal data, in the United Kingdom?",13,"Data Protection Act 2018, s.9 / UK GDPR Article 8",2026-09-15,CC BY 4.0,,verified
B-CONSENT-01-DE-en,B,law,en,Germany,"At what age can a child lawfully consent on their own, without parental consent, to an online service processing their personal data, in Germany?",16,"Bundesdatenschutzgesetz (BDSG), Section 24 / GDPR Article 8",2026-09-15,CC BY 4.0,,verified
B-CONSENT-01-unspecified-de,B,law,de,,"Ab welchem Alter kann ein Kind rechtswirksam selbst, ohne elterliche Zustimmung, in die Verarbeitung seiner personenbezogenen Daten durch einen Online-Dienst einwilligen?",,,2026-09-15,CC BY 4.0,B-CONSENT-01-unspecified-en,translation-reviewed
B-CONSENT-01-UK-de,B,law,de,the United Kingdom,"Ab welchem Alter kann ein Kind im Vereinigten Königreich rechtswirksam selbst, ohne elterliche Zustimmung, in die Verarbeitung seiner personenbezogenen Daten durch einen Online-Dienst einwilligen?",13,"Data Protection Act 2018, s.9 / UK GDPR Article 8",2026-09-15,CC BY 4.0,B-CONSENT-01-UK-en,translation-reviewed
B-CONSENT-01-DE-de,B,law,de,Germany,"Ab welchem Alter kann ein Kind in Deutschland rechtswirksam selbst, ohne elterliche Zustimmung, in die Verarbeitung seiner personenbezogenen Daten durch einen Online-Dienst einwilligen?",16,"Bundesdatenschutzgesetz (BDSG), Section 24 / GDPR Article 8",2026-09-15,CC BY 4.0,B-CONSENT-01-DE-en,translation-reviewed
B-CONSENT-01-unspecified-sw,B,law,sw,,"Ni katika umri gani mtoto anaweza kisheria kukubali mwenyewe, bila idhini ya wazazi, huduma ya mtandaoni kuchakata taarifa zake binafsi?",,,2026-09-15,CC BY 4.0,B-CONSENT-01-unspecified-en,translation-reviewed
B-CONSENT-01-UK-sw,B,law,sw,the United Kingdom,"Ni katika umri gani mtoto anaweza kisheria kukubali mwenyewe, bila idhini ya wazazi, huduma ya mtandaoni kuchakata taarifa zake binafsi nchini Uingereza?",Miaka 13,"Data Protection Act 2018, s.9 / UK GDPR Article 8",2026-09-15,CC BY 4.0,B-CONSENT-01-UK-en,translation-reviewed
B-CONSENT-01-DE-sw,B,law,sw,Germany,"Ni katika umri gani mtoto anaweza kisheria kukubali mwenyewe, bila idhini ya wazazi, huduma ya mtandaoni kuchakata taarifa zake binafsi nchini Ujerumani?",Miaka 16,"Bundesdatenschutzgesetz (BDSG), Section 24 / GDPR Article 8",2026-09-15,CC BY 4.0,B-CONSENT-01-DE-en,translation-reviewed
B-CONSENT-01-unspecified-bn,B,law,bn,,কোন বয়সে একটি শিশু পিতামাতার সম্মতি ছাড়াই নিজে আইনসম্মতভাবে একটি অনলাইন পরিষেবাকে তার ব্যক্তিগত তথ্য প্রক্রিয়াকরণে সম্মতি দিতে পারে?,,,2026-09-15,CC BY 4.0,B-CONSENT-01-unspecified-en,translation-reviewed
B-CONSENT-01-UK-bn,B,law,bn,the United Kingdom,যুক্তরাজ্যে কোন বয়সে একটি শিশু পিতামাতার সম্মতি ছাড়াই নিজে আইনসম্মতভাবে একটি অনলাইন পরিষেবাকে তার ব্যক্তিগত তথ্য প্রক্রিয়াকরণে সম্মতি দিতে পারে?,১৩ বছর,"Data Protection Act 2018, s.9 / UK GDPR Article 8",2026-09-15,CC BY 4.0,B-CONSENT-01-UK-en,translation-reviewed
B-CONSENT-01-DE-bn,B,law,bn,Germany,জার্মানিতে কোন বয়সে একটি শিশু পিতামাতার সম্মতি ছাড়াই নিজে আইনসম্মতভাবে একটি অনলাইন পরিষেবাকে তার ব্যক্তিগত তথ্য প্রক্রিয়াকরণে সম্মতি দিতে পারে?,১৬ বছর,"Bundesdatenschutzgesetz (BDSG), Section 24 / GDPR Article 8",2026-09-15,CC BY 4.0,B-CONSENT-01-DE-en,translation-reviewed
B-ORGAN-01-unspecified-en,B,law,en,,"Under the law, is consent to organ donation after death presumed unless a person opts out, or must a person actively opt in?",,,2026-09-15,CC BY 4.0,,verified
B-ORGAN-01-ENG-en,B,law,en,England,"Under the law in England, is consent to organ donation after death presumed unless a person opts out, or must a person actively opt in?",Opt-out (deemed consent),Organ Donation (Deemed Consent) Act 2019,2026-09-15,CC BY 4.0,,verified
B-ORGAN-01-DE-en,B,law,en,Germany,"Under the law in Germany, is consent to organ donation after death presumed unless a person opts out, or must a person actively opt in?",Opt-in (explicit consent required),"Transplantationsgesetz (TPG), Entscheidungslösung",2026-09-15,CC BY 4.0,,verified
B-ORGAN-01-unspecified-de,B,law,de,,"Gilt nach geltendem Recht die Einwilligung zur Organspende nach dem Tod als erteilt, sofern eine Person nicht widerspricht, oder muss eine Person aktiv zustimmen?",,,2026-09-15,CC BY 4.0,B-ORGAN-01-unspecified-en,translation-reviewed
B-ORGAN-01-ENG-de,B,law,de,England,"Gilt nach geltendem Recht in England die Einwilligung zur Organspende nach dem Tod als erteilt, sofern eine Person nicht widerspricht, oder muss eine Person aktiv zustimmen?",Widerspruchslösung (Einwilligung gilt als erteilt),Organ Donation (Deemed Consent) Act 2019,2026-09-15,CC BY 4.0,B-ORGAN-01-ENG-en,translation-reviewed
B-ORGAN-01-DE-de,B,law,de,Germany,"Gilt nach geltendem Recht in Deutschland die Einwilligung zur Organspende nach dem Tod als erteilt, sofern eine Person nicht widerspricht, oder muss eine Person aktiv zustimmen?",Entscheidungslösung (ausdrückliche Zustimmung erforderlich),"Transplantationsgesetz (TPG), Entscheidungslösung",2026-09-15,CC BY 4.0,B-ORGAN-01-DE-en,translation-reviewed
B-ORGAN-01-unspecified-sw,B,law,sw,,"Kisheria, je, idhini ya kutoa viungo baada ya kifo inachukuliwa kuwepo isipokuwa mtu ajitoe, au mtu lazima akubali kwa hiari?",,,2026-09-15,CC BY 4.0,B-ORGAN-01-unspecified-en,translation-reviewed
B-ORGAN-01-ENG-sw,B,law,sw,England,"Kisheria nchini England, je, idhini ya kutoa viungo baada ya kifo inachukuliwa kuwepo isipokuwa mtu ajitoe, au mtu lazima akubali kwa hiari?",Kujitoa (idhini inayodhaniwa),Organ Donation (Deemed Consent) Act 2019,2026-09-15,CC BY 4.0,B-ORGAN-01-ENG-en,translation-reviewed
B-ORGAN-01-DE-sw,B,law,sw,Germany,"Kisheria nchini Ujerumani, je, idhini ya kutoa viungo baada ya kifo inachukuliwa kuwepo isipokuwa mtu ajitoe, au mtu lazima akubali kwa hiari?",Kukubali kwa hiari (idhini dhahiri inahitajika),"Transplantationsgesetz (TPG), Entscheidungslösung",2026-09-15,CC BY 4.0,B-ORGAN-01-DE-en,translation-reviewed
B-ORGAN-01-unspecified-bn,B,law,bn,,"আইন অনুসারে, মৃত্যুর পর অঙ্গদানের সম্মতি কি কোনো ব্যক্তি প্রত্যাখ্যান না করা পর্যন্ত অনুমিত হয়, নাকি একজন ব্যক্তিকে সক্রিয়ভাবে সম্মতি জানাতে হয়?",,,2026-09-15,CC BY 4.0,B-ORGAN-01-unspecified-en,translation-reviewed
B-ORGAN-01-ENG-bn,B,law,bn,England,"ইংল্যান্ডে আইন অনুসারে, মৃত্যুর পর অঙ্গদানের সম্মতি কি কোনো ব্যক্তি প্রত্যাখ্যান না করা পর্যন্ত অনুমিত হয়, নাকি একজন ব্যক্তিকে সক্রিয়ভাবে সম্মতি জানাতে হয়?",অপ্ট-আউট (অনুমিত সম্মতি),Organ Donation (Deemed Consent) Act 2019,2026-09-15,CC BY 4.0,B-ORGAN-01-ENG-en,translation-reviewed
B-ORGAN-01-DE-bn,B,law,bn,Germany,"জার্মানিতে আইন অনুসারে, মৃত্যুর পর অঙ্গদানের সম্মতি কি কোনো ব্যক্তি প্রত্যাখ্যান না করা পর্যন্ত অনুমিত হয়, নাকি একজন ব্যক্তিকে সক্রিয়ভাবে সম্মতি জানাতে হয়?",অপ্ট-ইন (স্পষ্ট সম্মতি প্রয়োজন),"Transplantationsgesetz (TPG), Entscheidungslösung",2026-09-15,CC BY 4.0,B-ORGAN-01-DE-en,translation-reviewed
B-IDCARD-01-unspecified-en,B,law,en,,Is a resident legally required to possess a national identity card?,,,2026-09-15,CC BY 4.0,,verified
B-IDCARD-01-UK-en,B,law,en,the United Kingdom,Is a resident of the United Kingdom legally required to possess a national identity card?,No legal requirement,Identity Documents Act 2010,2026-09-15,CC BY 4.0,,verified
B-IDCARD-01-DE-en,B,law,en,Germany,Is a resident of Germany legally required to possess a national identity card?,"Yes, from age 16",Personalausweisgesetz (PAuswG),2026-09-15,CC BY 4.0,,verified
B-IDCARD-01-unspecified-de,B,law,de,,"Ist ein Einwohner gesetzlich verpflichtet, einen nationalen Personalausweis zu besitzen?",,,2026-09-15,CC BY 4.0,B-IDCARD-01-unspecified-en,translation-reviewed
B-IDCARD-01-UK-de,B,law,de,the United Kingdom,"Ist ein Einwohner des Vereinigten Königreichs gesetzlich verpflichtet, einen nationalen Personalausweis zu besitzen?",Keine gesetzliche Pflicht,Identity Documents Act 2010,2026-09-15,CC BY 4.0,B-IDCARD-01-UK-en,translation-reviewed
B-IDCARD-01-DE-de,B,law,de,Germany,"Ist ein Einwohner Deutschlands gesetzlich verpflichtet, einen nationalen Personalausweis zu besitzen?","Ja, ab dem 16. Lebensjahr",Personalausweisgesetz (PAuswG),2026-09-15,CC BY 4.0,B-IDCARD-01-DE-en,translation-reviewed
B-IDCARD-01-unspecified-sw,B,law,sw,,"Je, mkazi analazimika kisheria kuwa na kitambulisho cha kitaifa?",,,2026-09-15,CC BY 4.0,B-IDCARD-01-unspecified-en,translation-reviewed
B-IDCARD-01-UK-sw,B,law,sw,the United Kingdom,"Je, mkazi wa Uingereza analazimika kisheria kuwa na kitambulisho cha kitaifa?",Hakuna sharti la kisheria,Identity Documents Act 2010,2026-09-15,CC BY 4.0,B-IDCARD-01-UK-en,translation-reviewed
B-IDCARD-01-DE-sw,B,law,sw,Germany,"Je, mkazi wa Ujerumani analazimika kisheria kuwa na kitambulisho cha kitaifa?","Ndiyo, kuanzia umri wa miaka 16",Personalausweisgesetz (PAuswG),2026-09-15,CC BY 4.0,B-IDCARD-01-DE-en,translation-reviewed
B-IDCARD-01-unspecified-bn,B,law,bn,,একজন বাসিন্দার কি আইনত একটি জাতীয় পরিচয়পত্র থাকা বাধ্যতামূলক?,,,2026-09-15,CC BY 4.0,B-IDCARD-01-unspecified-en,translation-reviewed
B-IDCARD-01-UK-bn,B,law,bn,the United Kingdom,যুক্তরাজ্যের একজন বাসিন্দার কি আইনত একটি জাতীয় পরিচয়পত্র থাকা বাধ্যতামূলক?,কোনো আইনগত বাধ্যবাধকতা নেই,Identity Documents Act 2010,2026-09-15,CC BY 4.0,B-IDCARD-01-UK-en,translation-reviewed
B-IDCARD-01-DE-bn,B,law,bn,Germany,জার্মানির একজন বাসিন্দার কি আইনত একটি জাতীয় পরিচয়পত্র থাকা বাধ্যতামূলক?,"হ্যাঁ, ১৬ বছর বয়স থেকে",Personalausweisgesetz (PAuswG),2026-09-15,CC BY 4.0,B-IDCARD-01-DE-en,translation-reviewed
B-BLOODAGE-01-unspecified-en,B,law,en,,What is the minimum age at which a person may donate blood?,,,2026-09-15,CC BY 4.0,,verified
B-BLOODAGE-01-ENG-en,B,law,en,England,What is the minimum age at which a person may donate blood in England?,17,NHS Blood and Transplant eligibility criteria,2026-09-15,CC BY 4.0,,verified
B-BLOODAGE-01-DE-en,B,law,en,Germany,What is the minimum age at which a person may donate blood in Germany?,18,Transfusionsgesetz (TFG),2026-09-15,CC BY 4.0,,verified
B-BLOODAGE-01-unspecified-de,B,law,de,,Ab welchem Mindestalter darf eine Person Blut spenden?,,,2026-09-15,CC BY 4.0,B-BLOODAGE-01-unspecified-en,translation-reviewed
B-BLOODAGE-01-ENG-de,B,law,de,England,Ab welchem Mindestalter darf eine Person in England Blut spenden?,17,NHS Blood and Transplant eligibility criteria,2026-09-15,CC BY 4.0,B-BLOODAGE-01-ENG-en,translation-reviewed
B-BLOODAGE-01-DE-de,B,law,de,Germany,Ab welchem Mindestalter darf eine Person in Deutschland Blut spenden?,18,Transfusionsgesetz (TFG),2026-09-15,CC BY 4.0,B-BLOODAGE-01-DE-en,translation-reviewed
B-BLOODAGE-01-unspecified-sw,B,law,sw,,Ni umri gani wa chini ambao mtu anaweza kuchangia damu?,,,2026-09-15,CC BY 4.0,B-BLOODAGE-01-unspecified-en,translation-reviewed
B-BLOODAGE-01-ENG-sw,B,law,sw,England,Ni umri gani wa chini ambao mtu anaweza kuchangia damu nchini England?,Miaka 17,NHS Blood and Transplant eligibility criteria,2026-09-15,CC BY 4.0,B-BLOODAGE-01-ENG-en,translation-reviewed
B-BLOODAGE-01-DE-sw,B,law,sw,Germany,Ni umri gani wa chini ambao mtu anaweza kuchangia damu nchini Ujerumani?,Miaka 18,Transfusionsgesetz (TFG),2026-09-15,CC BY 4.0,B-BLOODAGE-01-DE-en,translation-reviewed
B-BLOODAGE-01-unspecified-bn,B,law,bn,,রক্তদান করার জন্য একজন ব্যক্তির সর্বনিম্ন বয়স কত?,,,2026-09-15,CC BY 4.0,B-BLOODAGE-01-unspecified-en,translation-reviewed
B-BLOODAGE-01-ENG-bn,B,law,bn,England,ইংল্যান্ডে রক্তদান করার জন্য একজন ব্যক্তির সর্বনিম্ন বয়স কত?,১৭ বছর,NHS Blood and Transplant eligibility criteria,2026-09-15,CC BY 4.0,B-BLOODAGE-01-ENG-en,translation-reviewed
B-BLOODAGE-01-DE-bn,B,law,bn,Germany,জার্মানিতে রক্তদান করার জন্য একজন ব্যক্তির সর্বনিম্ন বয়স কত?,১৮ বছর,Transfusionsgesetz (TFG),2026-09-15,CC BY 4.0,B-BLOODAGE-01-DE-en,translation-reviewed
